aplikasi,fold,text,true,pred,status
Tokopedia,1,semoga jadi tokoh yang terbaik.,positif,positif,BENAR
Tokopedia,1,"Layan Refund ngak jelas, pengembalian paket sdh diterima oleh penjual lebih dari 24 jam.., sampai hari ini ngak jelas.. PARAH",negatif,negatif,BENAR
Tokopedia,1,mantap,positif,positif,BENAR
Tokopedia,1,"aku sudah kasih rating tertinggi di Tokopedia ini.., tapi kok gak ada ya diskon 'n Nya.., mengecewakan namun bikin nagih.. di tunggu selalu diskon besar nya.. terimakasih developer Tokopedia Dan reseller dropship Tokopedia jaya selalu 😉",negatif,negatif,BENAR
Tokopedia,1,bagus,positif,positif,BENAR
Tokopedia,1,"Ini aplikasi gak beres, mengakibatkan kerugian. Niat belanja malah tertipu sistem aplikasinya. Proses Retur bermasalah, kurir tidak pickup. Duit pembeli diteruskan ke pihak penjual. Mudah²an bangkrut Tokopedia. Amin",negatif,negatif,BENAR
Tokopedia,1,mantap,positif,positif,BENAR
Tokopedia,1,"sayangnya beberapa toko tidak menyediakan kurir JNE, malah menggunakan jasa JNT, yang mana pelayanan di wilayah NTT ( kab. Ngada) sangat buruk, masih mending kalau paketnya COD kalau yang pembayaran sudah lunas pasti kecewa bila paket tiba di kota tujuan malahan paketnya didiamin di gudang sampai 3 hari alhasil paket dikirim kembali ke pengirim. ketika ditanya kok bisa begini? (alasannya paket terlalu banyak/malas ngantarinnya) sudah kepotong biaya pengiriman, kepotong juga biaya pengembalian",negatif,negatif,BENAR
Tokopedia,1,pesanan lebih sering gagal dikirim kapok belanja disini padahal duit dah masuk,negatif,negatif,BENAR
Tokopedia,1,bagus tapi terus tingkatkan,positif,positif,BENAR
Tokopedia,1,"penjualnya banyak penipu .. gambar beda ama yg dikirim , palsuu .. ada yg dikirim komponen nggak lengkap juga .. tp tokonya aman² aja nggak kena sanksi atau apa kek .. di filter napa .. toko yang ratingnya banyak bintang jeleknya di blokir aja udah .. biar kapok ..",negatif,negatif,BENAR
Tokopedia,1,mantap,positif,positif,BENAR
Tokopedia,1,"knp di hp saya aplikasinya error mu yah, setiap pas mau lanjut beli *ada gangguan d rumah Tokopedia coba lagi*",negatif,negatif,BENAR
Tokopedia,2,belanja murah,positif,positif,BENAR
Tokopedia,2,"Pertama kali ngereturn barang, yang dikembalikan dananya cuma setengahnya njir😹",negatif,negatif,BENAR
Tokopedia,2,ok,positif,positif,BENAR
Tokopedia,2,Mohon perbaikan saat beli pulsa terus pake voucher diskon aplikasi tidak bisa memproses.. terimakasih,negatif,negatif,BENAR
Tokopedia,2,Mantap,positif,positif,BENAR
Tokopedia,2,ok,positif,positif,BENAR
Tokopedia,2,"aplikasi ga bagus, gue beli token listrik udah bayar pake virtual account lama di proses nya",negatif,negatif,BENAR
Tokopedia,2,"beli pulsa kok lamaa, maksudnya apa. ini keburu abis kuota saya😭😭",negatif,negatif,BENAR
Tokopedia,2,"jelek banget sekarang pelayanan komplain & customer service di aplikasinya. mau retur barang aja ribet banget masa harus kirim barang dengan resi manual, bukan lewat aplikasi. udh diinput resi nya malah gak valid. udh input ulang tetep gak valid. nanya cs malah jawabnya kaya bot. hadeh, kalah jauh dibanding si ungu & si oren pelayanan komplain & cs nya sekarang.",negatif,negatif,BENAR
Tokopedia,2,"ada toko ga jelas, pesanan barang 1 item dengan qty. 2, barang dikirim namun pas dibuka isi paket kosong hanya tulisan untuk hubungi nomor WA penjual, setelah di WA penjual slow respon dan berjanji akan mengirim barang tsb, namun pas cek resi nya via Shopee pertanggal 23 sampai sekarang belum dikirim kirim, lalu invoice juga aneh total belanja 264.510 itu gimana solusi nya dari Tokopedia, merasa dirugikan, bahkan sampai saat ini dana belum juga masuk kesaya",negatif,negatif,BENAR
Tokopedia,2,"apk bodoh, saya konsumen lama belanja sudah hampir 100jt, ada keluhan saya sebagai konsumen yg dibrugikan, tidak menerima keluhan sampai akun saya di blokir segala😡",negatif,negatif,BENAR
Tokopedia,2,bagus,positif,positif,BENAR
Tokopedia,2,saya sudH daftar tapi tidak bisa masuk akum jadi bingung saya dgn aplikasi ini,negatif,negatif,BENAR
Tokopedia,2,Akhir-akhir ini ongkir di Tokopedia melambung tinggi. Ada baiknya kita pamit!,negatif,negatif,BENAR
Tokopedia,2,"tokopedia pengiriman lelet tanggal estimasi lewat paket belum juga sampai, bagus shopee👍",negatif,negatif,BENAR
Tokopedia,2,baik saja coba,positif,positif,BENAR
Tokopedia,2,oke mantap,positif,positif,BENAR
Tokopedia,2,"parah toped sekarang,expedisi g ada yg beres,ga bisa tegas ke expedisi jg,penjual dicekik abis,korupsi ongkir jnt jelas2 dilabel ny,tapi diaplikasi lebih tinggi, dikomplain diabaikan,apalagi semenjak gabung tiktok,penjual diancam dengan menerima dana lebih lama dari yg pernah terjadi sebelumnya,penjual diancam jika tidak bergabung dengan tiktok,bla..bla..bla.,wah makin parah ini,ga seperti marketplace sebelah..yg bisa tegas ke expedisi, parah Tokopedia semenjak dijajah tiktok.. selesai sudah",negatif,negatif,BENAR
Tokopedia,2,Tokopedia mantap,positif,positif,BENAR
Tokopedia,2,good job,positif,positif,BENAR
Tokopedia,2,"percuma banyak promo tapi pengiriman sering terlambat, paket saya yg sudah di estimasikan datang di tanggal 25 malah GK datang datang sampai sekarang",negatif,negatif,BENAR
Tokopedia,2,Tokopedia mantap pengembalian dana mudah,positif,positif,BENAR
Tokopedia,2,"ok lah, semuanya dilakukan simple dan mudah",positif,positif,BENAR
Tokopedia,2,Bagus,positif,positif,BENAR
Tokopedia,2,"susah belanja di sini, gratis ongkir gak jelas, ingin tanya ke CS yg jawab robot terus, jelek bgt",negatif,negatif,BENAR
Tokopedia,2,mantap...,positif,positif,BENAR
Tokopedia,2,"Ya diupdate malah makin jelek, tombol tombol menu tagihan ga respon. udah force stop dan buka masih tetep gabisa.",negatif,negatif,BENAR
Tokopedia,2,mantep lah pokok ya,positif,positif,BENAR
Tokopedia,2,Mantap,positif,positif,BENAR
Tokopedia,2,"Aplikasi tidak kayak dulu gampang dibuka, agak lemot apalagi kalau buka gambar produk lama sekali...",negatif,negatif,BENAR
Tokopedia,2,reapon tokopedia care lama solusi tidak terselesaikan beda dengan toko oren untuk retur barang lama bgt,negatif,negatif,BENAR
Tokopedia,2,so far Mantap,positif,positif,BENAR
Tokopedia,2,ok,positif,positif,BENAR
Tokopedia,2,"tolong diperbaiki lagi ekspedisi nya, masa paket ga jalan selama seminggu, komplain cs ga dibales apakah tanda"" akan bangkrut?",negatif,negatif,BENAR
Tokopedia,2,bagus dan sangat menarik pelanggan,positif,positif,BENAR
Tokopedia,2,"Fitur tanya di diskusi tidak bisa digunakan padahal sdh diupdate versi terbaru, 🤦",negatif,negatif,BENAR
Tokopedia,2,dari dulu belanja lewat app ini tp baru kali sy sangat kecewa banya toko yang bodong pengajuan komplain selalau bermasalah sampai batas waktu yg di tentukan jd selesai otomatis parah,negatif,negatif,BENAR
Tokopedia,2,"Dulu ini menjadi aplikasi favorit saya, tp makin kesini makin buruk, pembatalan otomatis tidak berjalan sehingga saya hrs membatalkan secara manual, tp malah hrs nunggu 48 jam utk uang kembali, saya hrs menunggu respon dr penjual yg di chat aja gak ada responnya, cs juga jawabannya itu2 saja.",negatif,negatif,BENAR
Tokopedia,2,semoga bermanpaat,positif,positif,BENAR
Tokopedia,2,good,positif,positif,BENAR
Tokopedia,2,keren,positif,positif,BENAR
Tokopedia,2,mantap,positif,positif,BENAR
Tokopedia,2,good,positif,positif,BENAR
Tokopedia,2,"banyak bug, lagi checkout tiba tiba gangguan, udah cape cape nyari barang, barang yng udah di masukin keranjang sbelumnya malah ga ada, udh terlanjur cape nyari barang, trakhir pake tokped dah kalo bgini, pegel pake tokped, dah lah, bikin emosi",negatif,negatif,BENAR
Tokopedia,2,mantap,positif,positif,BENAR
Tokopedia,2,"Refund dananya lama banget hadeh, bintang satu attitude nol.",negatif,negatif,BENAR
Tokopedia,2,kenapa apl tokped lama2 sering error ya mau pilih pembayaran uda 24jam lbh aja gak bisa2 gimana mau belanja disini payah lama2 servernye jadi males dah sm tokped perbaikinlah segera biar belanja disini jd nyaman !!,negatif,negatif,BENAR
Tokopedia,2,setelah diupdate aplikasi toped gak bisa dibuka kenapa?,negatif,negatif,BENAR
Tokopedia,3,"bagus, dan tolong pertahankan",positif,positif,BENAR
Tokopedia,3,bagus,positif,positif,BENAR
Tokopedia,3,saya kena tipu barang di tokopedia. sampai saat ini belum ada penanganan kelanjutannya. saya hanya minta uang kembali. tolong bantu proses. .,negatif,negatif,BENAR
Tokopedia,3,"sekarang harga barang mahal ,ongkir mahal , mending Oren harga barang lebih murah ,gratis ongkir, tokped paylater bunga gila",negatif,negatif,BENAR
Tokopedia,3,"halah rusak, saya dapat spin dan dapat hadiah kupon 2,4jt dengan syarat belanja 2 produk, pas saya baca syarat dan ketentuannya tidak ada detail minimal pembelian, ya saya gas lah beli 2 produk, habis beli langsung ada tulisan selamat anda dapat kupon 2,4 juta, pas di klik langsung ilang entah kemana???!!",negatif,negatif,BENAR
Tokopedia,3,anehh...pas di dlm keranjang barang diskon 50% dari harga aslinya..karna ada kupon..pas di bayar eh malah muncul seperti jaringan tidak stabil..dan pas di ulangin lagi malah muncul saya sudah mencoba 3x kupon..dan harganya normal lagi..aneh👎👎👎👎,negatif,negatif,BENAR
Tokopedia,3,"Beli barang lewat tokopedia ,barang tidak sesuai yang datang, ajukan komplain disuruh tunggu kurir ada yg datang buat ambil barang selama 3 hari. ditunggu tidak datang datang tiba tiba KOMPALAIN ditutup sendiri. DARI AWAL DISURUH TUNGGU KURIR BILANGNYA, KURIR TIDAK DATANG KOMPLAIN DITUTUP . SEKARANG DARI TOKOPEDIA CARE SUDAH TIDAK BISA LG DIURUS. BINATANG , PENIPU",negatif,negatif,BENAR
Tokopedia,3,"customer service tidak responsif atau lama dalam memberikan tanggapan, dan sering menutup kasus dari orang lain jika memang sedikit lama bagi pelanggan membalas pesan sedangkan dari pihak customer service lebih lama lagi.",negatif,negatif,BENAR
Tokopedia,3,"sangat kecewa, toko pedia terlalu memanjakan penjual, sy di tipu pesan barang di kirim sampah sudah cat ke penjual tdk pernah di balas,komplain ke tokped sudah, ribet banyak aturan lama,mending di toko orange ,sangat melindungi konsumen",negatif,negatif,BENAR
Tokopedia,3,bagus sekali,positif,positif,BENAR
Tokopedia,3,ok,positif,positif,BENAR
Tokopedia,3,"parah banyak toko yang nipu, bilang barang ada setelah dibayar kirim pesan lewat wa suruh rubah ekspedisi dikirim link. laporan ke cs malah akun Tokopedia gw kena periksa, duit cancelan dari pesanan bermasalah malah gak bisa diambil. customer servicenya GK ada respon",negatif,negatif,BENAR
Tokopedia,3,"fitur Live dimatikan, tolong hidupkan lagi fitur Live tiktok, karenaitu sumber mata pencaharian kami",negatif,negatif,BENAR
Tokopedia,3,fine,positif,positif,BENAR
Tokopedia,3,ok banget harga harga bersaing,positif,positif,BENAR
Tokopedia,3,"barang yang udah dimasukin keranjang tiba-tiba hilang. gak bisa cek transaksi berlangsung. kacau aplikasi ini, sering error & UI berubah2 terus setelah update, bikin gak nyaman... makin hari makin sampah...",negatif,negatif,BENAR
Tokopedia,3,okok,positif,positif,BENAR
Tokopedia,3,Aplikasi sering error belakangan ini. Kualitas kurir banyak yg memprihatinkan.,negatif,negatif,BENAR
Tokopedia,3,"Transaksi 1.300.000 lebih barang tidak sampai, liat keterangan di google penanganan investigasi maksimal 7 hari kerja, dan komplainku sudah di investigasi selama 1 bulan lebih 10 hari ngk kunjung di selesaikan, dan belom ada pengembalian dana sampai saat ini,.",negatif,negatif,BENAR
Tokopedia,3,aplikasi bagus,positif,positif,BENAR
Tokopedia,3,"Voucher PENGGUNABARU belum di berikan, jgn beralasan suruh pakai voucher lain. Karena semua voucher tidak bisa di pakai",negatif,negatif,BENAR
Tokopedia,3,mudah digunakan,positif,positif,BENAR
Tokopedia,3,Saya suka tokopedia,positif,positif,BENAR
Tokopedia,3,"Tokopedia cuma pas awal pesan barang aja yg ongkir nya murah tpi pas pesan yg kedua kali nya ongkir nya melambung tinggi kadang mendekati harga barang, dan kadang juga melewati harga barang.contohnya harga barang cuma 50an ribu tpi ongkir nya mendekati 100 ribu ... mohon dong ongkir yang jangan terlalu mahal... dan masalah kurir nya juga, masa nganter nya gak nyampe di alamat sih, malah kita yg di suruh ambil di tempat pembongkaran barang nya.... mohon kebijakannya...",negatif,negatif,BENAR
Tokopedia,3,bagus,positif,positif,BENAR
Tokopedia,3,"Buruk, Menyelesaikan pembatalan harus menunggu lama, Toko xiaomi memakai sistem PEMAKSAAN Udah menunggu 3 hari tapi masalah belum kelar dan harus menunggu lagi",negatif,negatif,BENAR
Tokopedia,3,aplikasi buruk paket tidak tiba sesuai batas tanggal. kalo mau co mending di lazada,negatif,negatif,BENAR
Tokopedia,3,Beli paket... udah nunggu nunggu... paketnya malah balik lagi ke penjual.... kurir gratisnya (ID exspress) mengecewakan...... Harusnya Tokopedia ga kerjasama dengan ekspedisi ga profesional kaya gini,negatif,negatif,BENAR
Tokopedia,3,pemotongan biaya dari hasil penjualan terlalu besar . lama lama rugi,negatif,negatif,BENAR
Tokopedia,3,"pengajuan komplain susah ribet ... pada hal jelas barang pembelian 3 yg dikirim 2 dan bukan barang yg dipesan,dan banyak toko penipu",negatif,negatif,BENAR
Tokopedia,3,"sudah milih banyak produk lebih dari 10 produk mau di checkout tb tb ""masalah pada rumah tokopedia"". barang yg udh di cari cari lama ilang semua dari kranjang, terus seringkali udh co tb tb ilang juga karena masalah voucher ga berlaku. kalo ga berlaku ga usah di tampilin. barang lengkap tapi systemnya kurang oke.",negatif,negatif,BENAR
Tokopedia,3,CFSnya tolol2 semua gak kasih solusi punya kupon disc tapi pas di lakukan pembayar ada perubahan mendadak kupon disc gak bisa di gunakan,negatif,negatif,BENAR
Tokopedia,3,baik,positif,positif,BENAR
Tokopedia,3,mantap meennn,positif,positif,BENAR
Tokopedia,3,"beli token listrik hanya di tokped. baru hari ini keterangan masih diproses lama sekali. coba chat ke cs, di suruh nunggu 4 jam sambil di cek berulang. itu bukan solusi sih. mending cs ditiadakan sekalian.",negatif,negatif,BENAR
Tokopedia,3,Dulu saya membanggakan tokopedia. tapi skrg kalian sampah sejak gabung tiktok. gak bergunaa !!!,negatif,negatif,BENAR
Tokopedia,3,bagus,positif,positif,BENAR
Tokopedia,3,ok,positif,positif,BENAR
Tokopedia,3,Tokopedia terbaik dan terlengkap,positif,positif,BENAR
Tokopedia,3,ok sip aja,positif,positif,BENAR
Tokopedia,3,"promonya ga gedhe kyk sblmnya. dmaklumi. tp skrng potongan 20 rb aja susah dptny. dulu tiap bln psti ada, skrng free ongkos kudu langganan plus sbulan yg hrgnya mcekek 150rb. amsyong",negatif,negatif,BENAR
Tokopedia,3,"respon cs sangat lambat, bahkan terkesan sengaja menghambat hingga dana berhasil diambil penipu. padahal ada kasus penipuan dan pengambil alihan akun, dan kasus ini sudah segera dilaporkan dan pendapat nomer pengaduan, tetapi tindak lanjut berhari2 sampai lewat batas waktu dana berhasil ditarik penipu baru ada respon, itupun setelah dipancing2 sambil mengadukan nomer pengaduan yang dalam status proses",negatif,negatif,BENAR
Tokopedia,3,mantap,positif,positif,BENAR
Tokopedia,3,"kocak anying ko bisa alamat kurang akurat, sama nomor telpon kecantum nomor lain padahal di akun udah ngetik nomor sendiri",negatif,negatif,BENAR
Tokopedia,3,"banyak toko penipuan, dana refund yang di komplain belum kunjung kembali ke pembeli",negatif,negatif,BENAR
Tokopedia,3,"Saya kecewa, udah lama langanan tapi kali ini ada toko penipu yang mengirim barang tidak sesuai pesanan..",negatif,negatif,BENAR
Tokopedia,3,sangat baik,positif,positif,BENAR
Tokopedia,3,Mantappppp.....,positif,positif,BENAR
Tokopedia,3,cepat dan mudah,positif,positif,BENAR
Tokopedia,3,pas bukak aplikasi langsung tuh di kasih roda putar beli satu barang dapat 500 ribu pas udah di beli langsung hilang kagak ada yg kata nya bonus rp 500 ribu penipu ini toped,negatif,negatif,BENAR
Tokopedia,3,"Ada 2 masalah yang saya temukan saat mengakses aplikasi tersebut, yaitu: 1. Pakai opsi Urutkan di bawah search bar tidak akurat malah mencari yang tidak sesuai dengan semua kata yang ada (bukan salah satu dari semua kata) di search bar. 2. Dulu bisa langsung masuk ke toko sesuai dengan kata yang saya ketik dalam search bar, sekarang malah harus lihat produk terlebih dahulu.",negatif,negatif,BENAR
Tokopedia,3,parah eror ga bs pasang produk ikln kenpa km harus di jual sih padhal aku sellu setia jualan di tokped skrang ga sperti dulu,negatif,negatif,BENAR
Tokopedia,3,mantap,positif,positif,BENAR
Tokopedia,3,"ini aplikasi kenapa, banyak yang tidak bisa di akses, ingin cek saldo yang di tarik tidak bisa, sumpah semenjak gabung sama toktok, makin menurun kualitasnya, makin tidak jelas arahnya, makanya sebelah makin besar",negatif,negatif,BENAR
Tokopedia,3,murah dan bagus tokopedia mantaap,positif,positif,BENAR
Tokopedia,4,"Daftar affiliate-nya masih eror terus, udah dilakukan seperti yang disarankan oleh Tokopedia customer care-nya masih aja belum bisa daftar. Solusinya dong!",negatif,negatif,BENAR
Tokopedia,4,Tolong perbaiki Tokopedia karena aku sering beli disini tapi kalo banyak penjual yang tidak bertanggung jawab kan jadi takut juga,negatif,negatif,BENAR
Tokopedia,4,bagus buat usaha samping gan,positif,positif,BENAR
Tokopedia,4,sangat baik,positif,positif,BENAR
Tokopedia,4,ngepasin titik lokasi susah gk kaya apk sebelah emosi sendiri ngepasin gk ngepas2 pindah2 sendiri terus,negatif,negatif,BENAR
Tokopedia,4,barang sesuai yang di beli dan semoga selalu amanah toko nya agar tidak mengecewakan konsumen 🙏🏻🙏🏻,negatif,negatif,BENAR
Tokopedia,4,kenapa limit dari 16 jtan bisa jadi 3 jt limit saya....alasan nya apa y....padahal ga perna telat pembayaran dan sering di pakai....aneh...banget penilaian dari paylater nya...parah benar,negatif,negatif,BENAR
Tokopedia,4,"parah, pindah aja ke toko oren shope",negatif,negatif,BENAR
Tokopedia,4,"gw beli barang dari official store sdh sebulan lebih barang kgk nyampai. Sdh ajukan komplen ditolak sm pihak tokped dgn alasan barang sdh diterima akan dikirim bukti pelacakan,pdahal di aplikasi barang masih nyangkut. Sdh sebulan lebih phk tokped tdk bs ngasih bukti barang sdh diterima sperti janji mereka. Lemah perlindungan pada konsumen, mau ngelindungi maling bos ? aplikasi tolol",negatif,negatif,BENAR
Tokopedia,4,layanan multi kurir yg kacau lama banget sampe barang banyak di pindah tangan,negatif,negatif,BENAR
Tokopedia,4,"mau narik saldo dipersulit, sudah menghubungi Tokopedia care masih belum juga dibalas, ga recomended kalau mau narik saldo refund, pokoknya hati hati kalau mau order, belum tentu barangnya ada dan bahkan dipersulit banget untuk narik saldonya, mungkin 400 ribuan buat anda kecil tapi buat saya itu buat makan 2 mingguan",negatif,negatif,BENAR
Tokopedia,4,mantap,positif,positif,BENAR
Tokopedia,4,barang barangnya lengkap dan murah,positif,positif,BENAR
Tokopedia,4,ok,positif,positif,BENAR
Tokopedia,4,"sekarang toko pedia eror, entah sistem nya atau apanya, sudah bayar pesanan melalui briva dan sudah terverifikasi, dibatalkan sepihak tanpa alasan yang jelas",negatif,negatif,BENAR
Tokopedia,4,mantap,positif,positif,BENAR
Tokopedia,4,terpercaya,positif,positif,BENAR
Tokopedia,4,bagus untuk berjualan,positif,positif,BENAR
Tokopedia,4,Toped bikin blunder lagi dengan kerja sama dengan grabsend. Sistemnya ga ada foto di bukti pengiriman. Padahal driver grab ga seahli kurir perusahaan ekspedisi. Barang saya hilang dan sistem tokped bingung meresponnya!! Sistem sempat melimpahkan ke seller. Lah seller mah udah ngirim. Ini hilang di perjalanan. Tapi sistemnya kyk gamang. Ini tuh yg bener kejar driver nya. Nganternya ke mana?? Semua ekspedisi lainnya itu ada sistem foto bukti sudah diantar. Ini ga ada.,negatif,negatif,BENAR
Tokopedia,4,"pengiriman sangat lama poll, sortir aja bisa sampai 2H, emang se rame apa sih aplikasi ini? ramean juga shope, tapi gak se lama ini",negatif,negatif,BENAR
Tokopedia,4,1. JANGAN KERJASAMA DENGAN J&T. LELET BANGET KURIRNYA. 2. C.O jam 4 subuh sampai malah penjual masih proses. perbaiki donk.,negatif,negatif,BENAR
Tokopedia,4,"Tolong kedepan lebih di perpanjang waktu otomatis pembatalan pesanannya sekitar 1 minggu aja,tanggung 2x24 jam.. Salahnya di penjual,lah ruginya kita nunggu barang ngak di respon penjual,di batalin malah ribet,yg salah siapa coba... mau beli di toko lain juga tidak bisa harus nunggu di setujui sama pihak penjual,lah kalo tidak di setujui dan tidak direspon makin lama nunggu nya,butuh cepat malah jadi lambat.",negatif,negatif,BENAR
