aplikasi,fold,text,true,pred,status
Tokopedia,2,Kak kok gak bisa bayar ditempat ya,netral,positif,SALAH
Tokopedia,2,memudahkan bayar pake dana belanja di Tokopedia,netral,positif,SALAH
Tokopedia,2,banyak penipu skrg di apk ini,negatif,positif,SALAH
Tokopedia,2,Respon pengaduan pelanggan LAMBAT!,negatif,positif,SALAH
Tokopedia,2,"Bagus. Lebih baik kagi kakau sering ada promo , diskon atau flashsale.",positif,negatif,SALAH
Tokopedia,2,"lemot banget, buka tab aja lelet",negatif,positif,SALAH
Tokopedia,2,"jangan pernah pakai apk ini guys , komplain 3 hari , di eksekusi juga 3 hari",netral,negatif,SALAH
Tokopedia,2,"Sangat Mudah Untuk Transaksi Dan Berbelanja.Sedikit Saran,Agar Kedepannya Perbanyak Diskon Dan Bebas Ongkir.Seperti Shopee Dan Marketplace Lainnya",positif,negatif,SALAH
Tokopedia,2,mantappp,netral,positif,SALAH
Tokopedia,2,"Aplikasi ini paling sering update dibanding dengan aplikasi online lainnya, sangat menyebalkan!!!!",netral,negatif,SALAH
Tokopedia,2,Aplikasi buruk tidak bisa pembatalan pesanan,negatif,positif,SALAH
Tokopedia,2,saya sangat suka belanja di tokopedia krn aman nyaman dan terpercaya.trmks,positif,negatif,SALAH
Tokopedia,2,pas di dlm keranjang barang diskon 50% dari harga aslinya..karna ada kupon..pas di bayar eh malah muncul seperti jaringan tidak stabil..dan pas di ulangin lagi malah muncul saya sudah mencoba 3x kupon..dan harganya normal lagi..aneh,netral,negatif,SALAH
Tokopedia,2,"cukup baik, dan masih lancar tanpa kendala",positif,negatif,SALAH
Tokopedia,2,banyak bug nya seperti gambar produk yang tidak ada padahal jaringan internet saya lancar tolong di perbaiki,positif,negatif,SALAH
Tokopedia,2,"kenapa semenjak tokopedia gabung ama tiktok, jualan makin sulit dan ribet, padahal dengan adanya Tokopedia sangat terbantu dan dipermudah, namun sejak gabung ama tiktok makin gak bisa jualan karena makin ribet, mending kembali seperti semula min.",netral,negatif,SALAH
Tokopedia,2,Event spin scam doang‼️,netral,positif,SALAH
Tokopedia,2,"Dulu tokopedia sering banyak voucher dan diskon tapi sekarang malah banyak biaya"" Admin lain nya, sekarang jd mikir"" Dulu mau blanja di tokped",netral,negatif,SALAH
Tokopedia,2,Saya senang belanja di toko pedia. Apapun barang kita butuhkan ada. Kita belanja bisa belanja dengan mudah tampa harus keluar rumah,positif,negatif,SALAH
Tokopedia,2,"mau retur ribet, sulit berbelit belit. terlalu berpihak sama penjual. nomer resi pengiriman retur barang tidak langsung keluar. rentan kehilangan barang returan",netral,negatif,SALAH
Tokopedia,2,aplikasi yg bagus..ditambah gampang dan dipermudah cara pembelanjaannya..semoga banyak diskon yang lebih menguntungkan buat para konsumen...,positif,negatif,SALAH
Tokopedia,2,"ini gimana yah apk nya kok selalu realog padahal saya mau buka apk nya tapi malah realog berulang"" mohon di perbaiki lagi",netral,negatif,SALAH
Tokopedia,2,padahal pengguna setia tokped tapi kali ini bener di bikin kesel sama Tokopedia care nya dana dibtahan tapi ga ngasih solusi dan ga mau bales chat....ga ngasih jawaban sama solusi mudah mudahan bintang 1 menjadi lebih baik lagi,positif,negatif,SALAH
Tokopedia,2,error mulu,negatif,positif,SALAH
Tokopedia,2,aplikasi busuk setelah update malah gk bisa log in,netral,negatif,SALAH
Tokopedia,2,"Kupon ku 2,4 jt hilang",negatif,positif,SALAH
Tokopedia,2,bisa beli ap king,netral,positif,SALAH
Tokopedia,2,"Alhamdulillah, belanja di Tokopedia sangat memuaskan",positif,negatif,SALAH
Tokopedia,2,barang barang kualified dan tepat waktu,netral,positif,SALAH
Tokopedia,2,pelayanan buruk banyak penipu d toped,negatif,positif,SALAH
Tokopedia,2,"aplikasi teteng, klik apapun lelet kali",netral,positif,SALAH
Tokopedia,2,jangan Pake Pengiriman JNT hapus kerjasamanya.....lelet banget....masih mending yang j lain lah,netral,negatif,SALAH
Tokopedia,2,"Mending ngk usah di update deh,klo justru jadi ngk bisa masuk akun saya .",netral,negatif,SALAH
Tokopedia,2,pelayanannya jelek,negatif,positif,SALAH
Tokopedia,3,Lemot,negatif,positif,SALAH
Tokopedia,3,Aplikasi jelek,negatif,positif,SALAH
Tokopedia,3,saran aj kalau bisa semua produk bisa cod,netral,negatif,SALAH
Tokopedia,3,"alhamdulillah ,,,,, segala puji bagi Allah Ta'ala",netral,negatif,SALAH
Tokopedia,3,"Jelek, harga berubah ketika mau pesan barang",negatif,positif,SALAH
Tokopedia,3,ribet,negatif,positif,SALAH
Tokopedia,3,produk nya aslinya suka banget dengan Tokopedia,positif,negatif,SALAH
Tokopedia,3,"semoga Tuhan memberkati, keselamatan dan kebahagiaan ummat manusia di bumi ini. Amin.",netral,negatif,SALAH
Tokopedia,3,aplikasi yang masih ada modus penipuan,negatif,positif,SALAH
Tokopedia,3,yah gitu deh,netral,positif,SALAH
Tokopedia,3,notif 🏴‍☠️,netral,positif,SALAH
Tokopedia,3,semoga semakin banyak promo,netral,positif,SALAH
Tokopedia,3,"semoga bisa alternatif berbelanja yg terpercaya, mohon gunakan Ekspedisi pos karena selain murah juga dapat tepat waktu TDK seperti sicepat tdk tepat waktu dan lambat sekali dan bahkan dibatalkan 😝",positif,negatif,SALAH
Tokopedia,3,mudah di gunakan dan di mengerti,positif,negatif,SALAH
Tokopedia,3,"Udah hampir bagus sih, tapi ada masalah dari ekspedisi Yaitu masih bekerjasama dengan sicepat, yang pengiriman nya tidak secepat ekspedisi lainnya.. Dan jika menggunakan metode cod menggunakan 3 ekspedisi, yakni JNT, d alihkan ke LILO, terus di alihkan lagi ke SICEPAT",positif,negatif,SALAH
Tokopedia,3,Iklan elek,negatif,positif,SALAH
Tokopedia,3,saya kasi 5 bintang karna saya puas dengan aplikasi Tokopedia,positif,negatif,SALAH
Tokopedia,3,oprasi tahap tingkat lanjut,netral,positif,SALAH
Tokopedia,3,Ada aja seler nakal jual produk murah tapi aslinya nipu,positif,negatif,SALAH
Tokopedia,3,"mau cek ulasan perlu download lagi, mohon diperbaiki",netral,negatif,SALAH
Tokopedia,3,pas tambah alamat kok gak ada kolom kode pos? jdi alamat tdk bisa ditambahkan krna harus mlengkapi kode pos tdi kolom kode pos tdk tersedia,netral,negatif,SALAH
Tokopedia,3,seneng belanja disini tapi suka eror suka gangguan,positif,negatif,SALAH
Tokopedia,3,sangat sangat baik belanja d toko ini mantap,positif,negatif,SALAH
Tokopedia,3,banyak pemberitahuan,netral,positif,SALAH
Tokopedia,3,Update mulu.. kalo gak di update gak bisa di buka.. yang Oren aman aman aja,positif,negatif,SALAH
Tokopedia,3,"ini knp menentukan titik lokasi maps nya ngaco dah, bolak balik kelempar ntah kmn, udah pakai GPS juga masih aja ngawur. kasian kurir nya Krn salah titik maps dan bisa berpotensi salah rumah",netral,negatif,SALAH
Tokopedia,3,tiga dulu,netral,positif,SALAH
Tokopedia,3,Nice... good jobs👍👌🤝,netral,positif,SALAH
Tokopedia,3,aplikasi ga jelas,netral,positif,SALAH
Tokopedia,3,oke sip,netral,positif,SALAH
Tokopedia,3,downgrade masih bagus tokped yg dulu,positif,negatif,SALAH
Tokopedia,3,banyak boongnya tinggal nunggu ..gulung tikar aja ...bukan produk indonesia,netral,negatif,SALAH
Tokopedia,3,"Estimasi tiba 1-3 hari Sampe seminggu ajah ga nyampe nyampe, Bukan dari 1 paket doang,",netral,negatif,SALAH
Tokopedia,3,Sulit mengajukan pengembalian dana .. sudah jelas alasannya kesalahan penjual.. jangan lagi pake aplikasi ini .. mending shoope,netral,negatif,SALAH
Tokopedia,3,"sekarang aplikasinya berat jika di gunakan, untuk gratis ongkirnya mahal masih lbh murahh di tokoo orange,,",netral,negatif,SALAH
Tokopedia,3,"Setelah diakuidisi tik tok apk ini bukannya maju justru kelihatan kemunduran, entah disengaja atau gimana sih....",netral,negatif,SALAH
Tokopedia,3,"Masalah tokped selalu dari jasa ekspedisi nya yg super lama, apalagi kalo dapet kurir rekomendasi SAPX, katanya rekomendasi tpi di kasih yg super lama,bikin males belanja lg di sini, dan anehnya msh d pake aja ekspedisi yg udh tau banyak di komplen, apalagi bntar lg bulan puasa pasti banyak yg blanja online, hari biasa aja lama apalagi ntar pas orderan banyak, bukannya di perbaiki sistem ekspedisi nya sekarang mlah ada lg multi kurir yg bikin paket di oper sana sini yg bikin paket muter"" ga jls",netral,negatif,SALAH
Tokopedia,3,ngelek,netral,positif,SALAH
Tokopedia,3,"Ancur tokped sekarang, search barang keluarnya ngacak ga spesifik berantakan keluar barangnya, yang di cari apa yang keluar campur campur jadi nyusahin , UI UX nya udah ga nyaman sama sekali !!!!!",netral,negatif,SALAH
Tokopedia,3,menu akun kurang jelas sehingga mau ganti pasword dan pin kebingungan nyarinya,netral,negatif,SALAH
Tokopedia,3,"Tolong untuk metode pembayaran ""bayar ditempat"" bisa diaktifkan agar lebih memudahkan konsumen yang ini menggunakan metode pembayaran ""bayar ditempat"" terima kasih.",netral,negatif,SALAH
Tokopedia,3,memudahkan belanja berbagai barang dari luar kota maupun dalam kota😊🫰,positif,negatif,SALAH
Tokopedia,3,suka ngefreeze setelah update,negatif,positif,SALAH
Tokopedia,4,puas dengan pelayanan diskon ongkir nya tapi kecewa dengan multi kurirnya karena suka diluar estimasi,positif,negatif,SALAH
Tokopedia,4,"Bagus dan oke, tambah lagi cashbacknya dan lebih murah lagi tapi kwalitas tetap oke.... Siiiip......",positif,negatif,SALAH
Tokopedia,4,Amanah,netral,positif,SALAH
Tokopedia,4,sampah neh aplikasi. najis belanja disini lagi,negatif,positif,SALAH
Tokopedia,4,Nipu harganya berubah seenak developernya,negatif,positif,SALAH
Tokopedia,4,"pelayanannya sangat baik,ini pertama saya beli d toko ini",positif,negatif,SALAH
Tokopedia,4,👍👍,netral,positif,SALAH
Tokopedia,4,kenapa di redmi 10c tidak competible? tolong diperbaiki,netral,positif,SALAH
Tokopedia,4,kerajinan bgt minta update,netral,positif,SALAH
Tokopedia,4,hp saya android 5 kenapa gaj bisa dibuka? apa sudah gak support?,netral,negatif,SALAH
Tokopedia,4,uwelll,netral,positif,SALAH
Tokopedia,4,ngbug ajg,negatif,positif,SALAH
Tokopedia,4,"aplikasi melebihi software, berat banget goblok",negatif,positif,SALAH
Tokopedia,4,promo ngk sesuai,negatif,positif,SALAH
Tokopedia,4,saran saja lebih baik tutup tokopedia dari pada phk pekerja. jangan lungkiri tokopedia sudah bangkrut. fokus saja pafa tiktokshop.,netral,negatif,SALAH
Tokopedia,4,"Saya lebih suka belanja dengan pembayaran pakai paylater, jika paylaternya tidak bisa digunakan maka tidak belanja atau belanjanya jarang jarang.",netral,negatif,SALAH
Tokopedia,4,Aplikasi yang sangat membantu utk pembelian keluarga saya. Terima kasih Tokopedia.,positif,negatif,SALAH
Tokopedia,4,semoga berguna,netral,positif,SALAH
Tokopedia,4,jelek,negatif,positif,SALAH
Tokopedia,4,Bleguud maneh nges dibere5 bintang oge di lenyapken kumaneh geloo,netral,negatif,SALAH
Tokopedia,4,kebangetan sering updatenya,negatif,positif,SALAH
Tokopedia,4,"makin kesini ekspedisi yg ada di tokped jdi lelet gk cepet kayak dulu, kalah sama shopee",netral,negatif,SALAH
Tokopedia,4,"aplikasi goblog penipuan banget udah isi saldo gopay buat beli pulsa flash sale, taunya ga bisa d beli d gagalin terus. ini harga-harga pulsa murah berakhir 3 hari lagi cuma pajangan aja anjirrrrr",netral,negatif,SALAH
Tokopedia,4,aplikasi sangat tidak aman buat penjual juga buat pembeli.hati2 jika barang tdk sampai atau rusak atau hilang d expedisi pnjual gak akan dapat uang nya dan pembeli gak daoat barang nya ..apliksi canti aman murah dan banyak gratis ongkur cuman shopi,positif,negatif,SALAH
Tokopedia,4,banget oke,netral,positif,SALAH
Tokopedia,4,Ok.. Bagus Hanya Saja Apk Ini Sangat Berat Jika Terlalu Lama Dipakai Dibandingkan Apk Lain.,positif,negatif,SALAH
Tokopedia,4,Update terus ya bund,netral,positif,SALAH
Tokopedia,4,tokopedia maling.. kembalikan saldo saya..,netral,positif,SALAH
Tokopedia,4,Berbelit² pengajuan nya,negatif,positif,SALAH
Tokopedia,4,Semoga dilancarkan,netral,positif,SALAH
Tokopedia,4,good job,netral,positif,SALAH
Tokopedia,4,sangat oke sekali,netral,positif,SALAH
Tokopedia,4,Terry Putri RT RRR r ma Rufee diwee DC iy rrr r RT. dxDeddy Mizwar,netral,positif,SALAH
Tokopedia,4,"pakai tokopedia seller sgt simpel, setelah gabung tiktok malah bikin bingung, info yg awalnya dipahami dgn mudah skrg dpt notif error terus, direfresh error,.....",netral,negatif,SALAH
Tokopedia,4,akun Tokopedia saya kena moderasi/gak bisa buka kembali deh 😭😭 apakah saya melanggar peraturan ya 🤔 caranya bisa buka kembali GImana ya? 🤔 mungkin gak bisa,netral,negatif,SALAH
Tokopedia,4,semoga menjadi toko online terpercaya dan perbanyak lagi progam progam terbaru dan promonya,netral,negatif,SALAH
Tokopedia,4,"tolong lah kak dibalikin tampilan yg dulu lagi, sekarang fiturnya membingungkan",netral,negatif,SALAH
Tokopedia,4,"sampai saat ini puas sekali,perbanyak bonus ya 👍👍👍",positif,negatif,SALAH
Tokopedia,4,buruk,negatif,positif,SALAH
Tokopedia,4,aku Maucekout ngak bisa terus katanya ada kendala tapi sebelum sebelum bisa,netral,negatif,SALAH
Tokopedia,4,sangat membantu,netral,positif,SALAH
Tokopedia,5,selama ini aman aman aja belanja di toko pedia.belia ada sedikit kendala responnya juga cepet,positif,negatif,SALAH
Tokopedia,5,assalamualaikum,netral,positif,SALAH
Tokopedia,5,Kenapa ongkir di halaman produk dan di halaman check out beda ya,netral,negatif,SALAH
Tokopedia,5,kdg lemot,negatif,positif,SALAH
Tokopedia,5,"aplikasinya termasuk ringan, barang barangnya yang dijual di aplikasi masih belum terlalu banyak, gratis ongkir belum 100%",netral,negatif,SALAH
Tokopedia,5,"itu ada spin dapat 2,4juta di suru beli produk yang sebenarnya ga perlu. setelah check out ternyata vouchernya tidak ada. ini seperti apa? saya merasa tertipu. padahal saya customer aktiv",netral,negatif,SALAH
Tokopedia,5,semoga tetap kuat dan lebih baik lagi kedepannya.,positif,negatif,SALAH
Tokopedia,5,lebih real ongkir nya tapi sayang masih ada seller yang ngasih harga di atas standar resminya,netral,negatif,SALAH
Tokopedia,5,perbanyak promo diskon,netral,positif,SALAH
Tokopedia,5,"beli barang dapet potong vocher bener2 ga dikirim. di chat sama sekali ga bales. mencoba positif beli barang lagi lahhh barang yang nyampe beda, proses komplain ga nguntungin pembeli, harus nunggu respon penjual, sedangkan penjual di chat dari awal aja ga bales. komplain harus tunggu 3 hari. setelah acc komplain mau retur barang ternyata ongkir di tanggung pembeli. dahlah langsung uninstall paling bener pake si oren.",netral,negatif,SALAH
Tokopedia,5,kmhln anj ga ngotk emg,negatif,positif,SALAH
Tokopedia,5,"saran aja kk, untuk mengubah nomor hp di apk/gopay nya jngan dipersulit. say mau ganti no hp di apk tokped karena nomor sudah hilang tapi dikirim kode otp via wa ke nomor yang udah hilang tsb. ribet",netral,negatif,SALAH
Tokopedia,5,"tolong dong ka tambahin fitur ganti akun, masa setiap mau ganti akun harus keluar akun dulu, ribet, harusnya seperti Oren bisa ganti akun, tolong kak itu akan sangat berguna buat saya🙏 nanti saya kasi bintang 5 kalau ada fitur ganti akun",netral,negatif,SALAH
Tokopedia,5,jangan lupa modus gela,netral,positif,SALAH
Tokopedia,5,gaje,negatif,positif,SALAH
Tokopedia,5,"gratis ongkirnya mna nih,masak klah sma toko sebelah",netral,positif,SALAH
Tokopedia,5,🤣,netral,positif,SALAH
Tokopedia,5,scrol foto di Tokopedia susah bener,negatif,positif,SALAH
Tokopedia,5,giman Bos app abis di updat malah gak bisa dibuka,netral,negatif,SALAH
Tokopedia,5,sangat membantu sekali,netral,positif,SALAH
Tokopedia,5,belum,netral,positif,SALAH
Tokopedia,5,jelak,netral,positif,SALAH
Tokopedia,5,kecewa,negatif,positif,SALAH
Tokopedia,5,shopee nomor satu bangkrut aja tokopedia,negatif,positif,SALAH
Tokopedia,5,bakk,netral,positif,SALAH
Tokopedia,5,toko pedia memang rekomen untuk belanja,netral,positif,SALAH
Tokopedia,5,TOPED SEKARANG BNYAK ERORNYA MENDING PINDAH SOPEE,negatif,positif,SALAH
Tokopedia,5,"Edan sekarang Tokopedia. Beli barang gak di kirim"", tanya penjual pihak kurir gak mau pick up. Dibatalkan penjual, sekarang malah saldo refund gak jelas. Udh 6jam+ belum sampai ke rek. Masa iya refund dana aja nunggu 24jam.",netral,negatif,SALAH
Tokopedia,5,Oke juga Oke juga,netral,positif,SALAH
Tokopedia,5,"Puas bgt belanja di tokopedia tolong bantuan nya dong sy mau bayar tagihan gopay pinjam di tokopedia kok gak bisa2 ya,error terus aplikasi nya knp ya?",positif,negatif,SALAH
Tokopedia,5,"Giliran harga mahal bisa beli. Waktu harga ada diskon, diskonnya hilang untung ga kepencet beli",netral,negatif,SALAH
Tokopedia,5,bisa belanja pakai gopay coins tidak ??,netral,positif,SALAH
Tokopedia,5,bye bye. sebulan ini udah capek gada tanggapan.,netral,negatif,SALAH
Tokopedia,5,kok gak bisa transaksi atau beli barang ya,netral,negatif,SALAH
Tokopedia,5,ongkir lbh mahal dri barang yg dibeli,netral,positif,SALAH
Tokopedia,5,dapetnya expedisi sampah trus,negatif,positif,SALAH
Tokopedia,5,ribet,negatif,positif,SALAH
Tokopedia,5,"langganan PLUS kok di berhentikan, ada apa ini saya cek out seperti biasa.",netral,negatif,SALAH
Tokopedia,5,Susah dibuka,negatif,positif,SALAH
Shopee,1,kasih 2bintang dulu TPI jika di ACC baru bintang 5,netral,positif,SALAH
Shopee,1,iklan Mulu lu anjiing,negatif,positif,SALAH
Shopee,1,"bissmillah semoga bisa membantu sy dlm berbelanja on line, bisa bantu sy dlm menjalankan usaha yg sedang sy jalankan",netral,positif,SALAH
Shopee,1,Shopee Tolol cuma ganti pembayaran promo nya ke copot padahal bisa pake promo nya pembayaran apa aja.,negatif,positif,SALAH
Shopee,1,smoga aplikasinya brjln dngn baikadnya👍,netral,positif,SALAH
Shopee,1,kelamaan proses pengiriman saldo,negatif,positif,SALAH
Shopee,1,TDK sesuai realita,negatif,positif,SALAH
Shopee,1,Alhamdulillah shopee amanah,netral,positif,SALAH
Shopee,1,aplikasi tolol,negatif,positif,SALAH
Shopee,1,"SUNGGUH MENGECEWAKAN DAN SANGAT BURUK PELAYANAN CUSTOMER SERVICE KALIAN, KALIAN KAN PUNYA TEAM IT YG BAGUS DAN KALIAN PERUSHAAN BESAR, CUMA KARENA 150RIBU, KALIAN TIDAK BISA MENCARI CASE SEPERTI INI, BURUK DAN SANGAT BURUK, SUNGGUH MENGECEWAKAN, ZERO PELAYANAN",negatif,positif,SALAH
Shopee,1,kalo maslaha pemesanan bagus cuma tolong itu kalo mau bikin akun susah banget ribet jadi tolong di permudah itu saja🙏,netral,positif,SALAH
Shopee,1,Deskripsikan pengalaman Anda(opsional),netral,positif,SALAH
Shopee,1,"Please... kalau buka aplikasi shopee pertama kali jangan langsung ke video, aplikasi jadinya lemot. Mau ke beranda aja berat 🙏🙏🙏 Ini aplikasi sudah saya update event 9.9 malah tidak bisa buka beranda",negatif,positif,SALAH
Shopee,1,p.pe. aku nyari aplikasi laen malah ko terus bab. yg ngga ku pencet bintang satu ko p.pe.,negatif,positif,SALAH
Shopee,1,"makin sini makin lemot,mau bayar splater aja sampai berjam jam yg akhirnya ga bisa di buka karena lemot jadi kena denda..",negatif,positif,SALAH
Shopee,1,🤗,netral,positif,SALAH
Shopee,1,Tolong dong Kak please yang membuat apikasi Shopee diperbaiki ya 🙏 tiap baru masuk aplikasi pasti kevideo jadi lemot poll ini kayak dulu aja tiap masuk aplikasi keberanda oke nanti q kasih bintang 5 saya doakan sehat selalu. amin 🤲,negatif,positif,SALAH
Shopee,1,👍👍👍👍👍,netral,positif,SALAH
Shopee,1,"Tolong pas buka aplikasi jangan langsung di bagian live dan video, lag banget di hp low end.",netral,positif,SALAH
Shopee,1,makin ngga ngotak ongkirnya mahalan ongkir daripada barangnya 🫩,negatif,positif,SALAH
Shopee,1,aplikasi nya berat bangettt,negatif,positif,SALAH
Shopee,1,buruk polll pelayanan ny semua pokoknya pengiriman lambat,negatif,positif,SALAH
Shopee,1,menteh apk ini mah 5 hari masih di kemas aja,negatif,positif,SALAH
Shopee,1,waduh maaf kak saya tadi kasi bintang 1 ternyata sudah ter download maaf yaa kak tadi ada kesalahan sekali lagi maaf ya kak,netral,positif,SALAH
Shopee,1,mending Lo hentikan tu iklan di tv itu bilang Shopi lebih cepat karna itu hoak lol paket gue udh 1 Minggu blm sampai sampai malu lol sama aplikasi lazada yg gak pamer tapi pakta pengiriman nya sangat cepat cuma membutuhkan waktu 3 hari aja GK kyk Lo lelet bintang satu buat pengiriman yg sangat lelet,negatif,positif,SALAH
Shopee,1,lag,negatif,positif,SALAH
Shopee,1,"di update bukannya tambah baik malah tambah buruk, woy shopee bisa gak sih iklan video tidak ber jalan secara otomatis, ngeganggu banget tau gak luh.",negatif,positif,SALAH
Shopee,1,saldo Shopee pay cukup tapi tidak bisa bayar katanya saldo kurang. woiii,negatif,positif,SALAH
Shopee,1,"udah lama g pake shopee gara2 udah nyampe ke kota tujuan, dikirim ke rumah bs seminggu lebih ato 2 minggu kemudian, tolong perbaiki pengirimannya",netral,positif,SALAH
